ljt_item_id	pv_id	pv	condition	target_form	sentence_text	intended_sense	mismatch_type	pll_mean_logprob	pll_sum_logprob	pll_token_n	target_fit_mean_logprob	target_fit_sum_logprob	target_token_n	full_sentence_sbert_cosine_pair	context_without_pv_sbert_cosine_pair	pll_mean_delta_acc_minus_unacc_pair	target_fit_mean_delta_acc_minus_unacc_pair	diagnostic_flags_pair
ljt_001a	pv_001	break off	acceptable	broke off	After weeks of argument, the union broke off the talks.	end talks or a relationship	none	-1.9024225108490402	-22.829070130188484	12	-6.104980945587158	-12.209961891174316	2	0.9047507047653198	0.8569209575653076	0.13457136652464707	-1.1637517213821411	target_fit_not_higher_for_acceptable
ljt_001b	pv_001	break off	unacceptable	broke off	After weeks of argument, the union broke off the talks but kept negotiating without a pause.	end talks or a relationship	semantic_contradiction	-2.0369938773736873	-36.665889792726375	18	-4.941229224205017	-9.882458448410034	2	0.9047507047653198	0.8569209575653076	0.13457136652464707	-1.1637517213821411	target_fit_not_higher_for_acceptable
ljt_002a	pv_002	hand over	acceptable	handed over	The guard handed over the keys to the manager.	give control or possession to someone	none	-1.4390594693250023	-14.390594693250023	10	-2.7911331951618195	-5.582266390323639	2	0.7919419407844543	0.7803652882575989	-0.7986670556039406	0.6610834300518036	none
ljt_002b	pv_002	hand over	unacceptable	handed over	The guard handed over the keys but kept them in his pocket.	give control or possession to someone	semantic_contradiction	-0.6403924137210617	-8.325101378373802	13	-3.452216625213623	-6.904433250427246	2	0.7919419407844543	0.7803652882575989	-0.7986670556039406	0.6610834300518036	none
ljt_003a	pv_003	give out	acceptable	gave out	After the long climb, his knees finally gave out.	stop working properly	none	-1.0758248421956191	-11.834073264151812	11	-3.213674306869507	-6.427348613739014	2	0.8629928231239319	0.8704843521118164	0.18876178317772108	2.8159618377685547	none
ljt_003b	pv_003	give out	unacceptable	gave out	After the long climb, his knees gave out, but he kept walking easily.	stop working properly	semantic_contradiction	-1.2645866253733402	-20.233386005973443	16	-6.0296361446380615	-12.059272289276123	2	0.8629928231239319	0.8704843521118164	0.18876178317772108	2.8159618377685547	none
ljt_004a	pv_004	put in	acceptable	put in	She put in three hours on the report before the meeting.	devote time or effort	none	-1.9992003203369677	-23.990403844043612	12	-5.874203681945801	-11.748407363891602	2	0.7625054717063904	0.8196409344673157	-0.8897144097524385	-0.40661001205444336	target_fit_not_higher_for_acceptable
ljt_004b	pv_004	put in	unacceptable	put in	She put in three hours on the report but spent no time on it.	devote time or effort	semantic_contradiction	-1.1094859105845292	-16.64228865876794	15	-5.467593669891357	-10.935187339782715	2	0.7625054717063904	0.8196409344673157	-0.8897144097524385	-0.40661001205444336	target_fit_not_higher_for_acceptable
ljt_005a	pv_005	take in	acceptable	take in	The lecture was too fast to take in.	understand fully	none	-2.3912841371622764	-21.521557234460488	9	-4.7732977867126465	-9.546595573425293	2	0.8458271026611328	0.9204885959625244	0.055858477416202756	0.7634015083312988	none
ljt_005b	pv_005	take in	unacceptable	take in	The lecture was too fast to take in, so everyone understood every detail.	understand fully	semantic_contradiction	-2.447142614578479	-36.707139218677185	15	-5.536699295043945	-11.07339859008789	2	0.8458271026611328	0.9204885959625244	0.055858477416202756	0.7634015083312988	none
ljt_006a	pv_006	sit back	acceptable	sat back	The mayor sat back while the problem grew.	take no action	none	-2.3487753933295608	-21.138978539966047	9	-3.2149192094802856	-6.429838418960571	2	0.7366083860397339	0.7727158665657043	0.28656503092497587	3.6238702535629272	target_fit_gap_extreme
ljt_006b	pv_006	sit back	unacceptable	sat back	The mayor sat back while he personally led the response.	take no action	semantic_contradiction	-2.6353404242545366	-28.988744666799903	11	-6.838789463043213	-13.677578926086426	2	0.7366083860397339	0.7727158665657043	0.28656503092497587	3.6238702535629272	target_fit_gap_extreme
ljt_007a	pv_007	hold back	acceptable	held back	Poor training held back the young players, so they improved slowly.	prevent progress or potential	none	-2.5315321769851904	-32.909918300807476	13	-8.183253288269043	-16.366506576538086	2	0.9826936721801758	0.9865319728851318	-0.05493008417005729	0.12809276580810547	none
ljt_007b	pv_007	hold back	unacceptable	held back	Poor training held back the young players, so they improved quickly.	prevent progress or potential	semantic_contradiction	-2.476602092815133	-32.19582720659673	13	-8.311346054077148	-16.622692108154297	2	0.9826936721801758	0.9865319728851318	-0.05493008417005729	0.12809276580810547	none
ljt_008a	pv_008	move up	acceptable	moved up	She moved up to a senior role last year.	advance to a higher position	none	-1.872514701448381	-18.72514701448381	10	-4.256026744842529	-8.512053489685059	2	0.9215044379234314	0.9496569633483887	0.225139694288373	-0.5858757495880127	target_fit_not_higher_for_acceptable
ljt_008b	pv_008	move up	unacceptable	moved up	She moved up to a junior role last year.	advance to a higher position	directional_semantic_mismatch	-2.097654395736754	-20.97654395736754	10	-3.6701509952545166	-7.340301990509033	2	0.9215044379234314	0.9496569633483887	0.225139694288373	-0.5858757495880127	target_fit_not_higher_for_acceptable
ljt_009a	pv_009	get on	acceptable	got on	The tourists got on the bus near the station.	board a vehicle	none	-2.415019055083394	-24.15019055083394	10	-2.598948299884796	-5.197896599769592	2	0.6762694716453552	0.7050217986106873	-1.1238203342521695	-0.8787723183631897	target_fit_not_higher_for_acceptable
ljt_009b	pv_009	get on	unacceptable	got on	The tourists got on the bus, but they stayed on the sidewalk.	board a vehicle	semantic_contradiction	-1.2911987208312243	-18.076782091637142	14	-1.7201759815216064	-3.440351963043213	2	0.6762694716453552	0.7050217986106873	-1.1238203342521695	-0.8787723183631897	target_fit_not_higher_for_acceptable
ljt_010a	pv_010	come along	acceptable	came along	A better chance came along during the project.	appear or arrive	none	-3.3669045401944055	-30.30214086174965	9	-7.7686896324157715	-15.537379264831543	2	0.6969944834709167	0.813737154006958	-1.11832568755919	-1.4824717044830322	target_fit_not_higher_for_acceptable
ljt_010b	pv_010	come along	unacceptable	came along	A better chance came along, although nothing new appeared.	appear or arrive	semantic_contradiction	-2.2485788526352155	-24.734367378987372	11	-6.286217927932739	-12.572435855865479	2	0.6969944834709167	0.813737154006958	-1.11832568755919	-1.4824717044830322	target_fit_not_higher_for_acceptable
ljt_011a	pv_011	stand out	acceptable	stood out	Her clear answer stood out in the interview.	be noticeable or impressive	none	-3.5647739933596716	-32.082965940237045	9	-9.28913688659668	-18.57827377319336	2	0.6747649312019348	0.8059760332107544	0.03571496823699105	-2.9438254833221436	target_fit_not_higher_for_acceptable
ljt_011b	pv_011	stand out	unacceptable	stood out	Her ordinary answer stood out as exactly like all the others.	be noticeable or impressive	semantic_contradiction	-3.6004889615966627	-43.205867539159954	12	-6.345311403274536	-12.690622806549072	2	0.6747649312019348	0.8059760332107544	0.03571496823699105	-2.9438254833221436	target_fit_not_higher_for_acceptable
ljt_012a	pv_012	pull back	acceptable	pulled back	The company pulled back from the risky plan.	withdraw from an activity	none	-2.6953301065497928	-24.257970958948135	9	-4.3412864208221436	-8.682572841644287	2	0.8875998258590698	0.8782522678375244	-0.33994699538581896	0.12463140487670898	none
ljt_012b	pv_012	pull back	unacceptable	pulled back	The company pulled back from the risky plan by investing more money.	withdraw from an activity	semantic_contradiction	-2.355383111163974	-30.61998044513166	13	-4.4659178256988525	-8.931835651397705	2	0.8875998258590698	0.8782522678375244	-0.33994699538581896	0.12463140487670898	none
ljt_013a	pv_013	run out	acceptable	ran out	The office ran out of paper before noon.	use all of something	none	-1.7347553493972454	-15.612798144575208	9	-3.576303482055664	-7.152606964111328	2	0.8223055601119995	0.7416809797286987	-0.5508685280334078	2.4506473541259766	none
ljt_013b	pv_013	run out	unacceptable	ran out	The office ran out of paper, but there was plenty left.	use all of something	semantic_contradiction	-1.1838868213638376	-15.39052867772989	13	-6.026950836181641	-12.053901672363281	2	0.8223055601119995	0.7416809797286987	-0.5508685280334078	2.4506473541259766	none
ljt_014a	pv_014	turn over	acceptable	turned over	The officer turned over the files to the court.	give control or possession to an authority	none	-1.898062037024647	-18.98062037024647	10	-5.99247407913208	-11.98494815826416	2	0.8547805547714233	0.821975588798523	-0.5918898915488493	-0.33562326431274414	target_fit_not_higher_for_acceptable
ljt_014b	pv_014	turn over	unacceptable	turned over	The officer turned over the files to the court but kept them locked in his desk.	give control or possession to an authority	semantic_contradiction	-1.3061721454757977	-22.204926473088562	17	-5.656850814819336	-11.313701629638672	2	0.8547805547714233	0.821975588798523	-0.5918898915488493	-0.33562326431274414	target_fit_not_higher_for_acceptable
ljt_015a	pv_015	put on	acceptable	put on	The school put on a play for the visitors.	present or stage an event	none	-1.6475034368224442	-16.475034368224442	10	-8.599478721618652	-17.198957443237305	2	0.5625729560852051	0.7772185802459717	-0.6749981901100413	-0.09431004524230957	low_full_sentence_similarity;target_fit_not_higher_for_acceptable
ljt_015b	pv_015	put on	unacceptable	put on	The school put on a play but never performed it.	present or stage an event	semantic_contradiction	-0.9725052467124029	-10.697557713836432	11	-8.505168676376343	-17.010337352752686	2	0.5625729560852051	0.7772185802459717	-0.6749981901100413	-0.09431004524230957	low_full_sentence_similarity;target_fit_not_higher_for_acceptable
ljt_016a	pv_016	take back	acceptable	took back	The party took back control of the council.	regain control or possession	none	-1.6277729695559375	-14.649956726003438	9	-5.207949638366699	-10.415899276733398	2	0.9229133129119873	0.8922700881958008	-0.13068014106875836	-0.7667942047119141	target_fit_not_higher_for_acceptable
ljt_016b	pv_016	take back	unacceptable	took back	The party took back control, but its opponent still controlled the council.	regain control or possession	semantic_contradiction	-1.4970928284871792	-20.959299598820508	14	-4.441155433654785	-8.88231086730957	2	0.9229133129119873	0.8922700881958008	-0.13068014106875836	-0.7667942047119141	target_fit_not_higher_for_acceptable
ljt_017a	pv_017	make out	acceptable	make out	I could barely make out the sign in the dark.	see or hear with difficulty	none	-0.9424825746894137	-10.36730832158355	11	-5.8992156982421875	-11.798431396484375	2	0.7397807836532593	0.8416200280189514	-0.07871948994633948	0.13212156295776367	none
ljt_017b	pv_017	make out	unacceptable	make out	I could barely make out the sign, although it was clear and easy to read.	see or hear with difficulty	semantic_contradiction	-0.8637630847430742	-14.68397244063226	17	-6.031337261199951	-12.062674522399902	2	0.7397807836532593	0.8416200280189514	-0.07871948994633948	0.13212156295776367	none
ljt_018a	pv_018	pay off	acceptable	paid off	Her years of practice paid off in the final match.	become successful or beneficial	none	-2.0485322278797287	-22.533854506677017	11	-9.006564617156982	-18.013129234313965	2	0.8984746932983398	0.9008522033691406	-0.5284964844036579	-4.924959421157837	target_fit_not_higher_for_acceptable
ljt_018b	pv_018	pay off	unacceptable	paid off	Her years of practice paid off by making her lose every match.	become successful or beneficial	semantic_contradiction	-1.5200357434760707	-19.76046466518892	13	-4.0816051959991455	-8.163210391998291	2	0.8984746932983398	0.9008522033691406	-0.5284964844036579	-4.924959421157837	target_fit_not_higher_for_acceptable
ljt_019a	pv_019	get off	acceptable	got off	The children got off the train at the last stop.	leave a vehicle	none	-1.6685211912263185	-18.353733103489503	11	-1.9902311265468597	-3.9804622530937195	2	0.8398803472518921	0.8129627704620361	-0.6365252600032061	0.09204843640327454	none
ljt_019b	pv_019	get off	unacceptable	got off	The children got off the train but stayed in their seats.	leave a vehicle	semantic_contradiction	-1.0319959312231124	-12.38395117467735	12	-2.0822795629501343	-4.1645591259002686	2	0.8398803472518921	0.8129627704620361	-0.6365252600032061	0.09204843640327454	none
ljt_020a	pv_020	turn up	acceptable	turned up	He turned up late for the meeting.	arrive or appear	none	-1.3229857350233942	-10.583885880187154	8	-8.457874059677124	-16.915748119354248	2	0.7207602858543396	0.868430495262146	-0.16368198824616575	0.24138832092285156	none
ljt_020b	pv_020	turn up	unacceptable	turned up	He turned up late for the meeting, but he never arrived.	arrive or appear	semantic_contradiction	-1.1593037467772285	-15.07094870810397	13	-8.699262380599976	-17.39852476119995	2	0.7207602858543396	0.868430495262146	-0.16368198824616575	0.24138832092285156	none
ljt_021a	pv_021	get down	acceptable	got down	The soldiers got down behind the wall.	lower the body	none	-3.0895222721155733	-24.716178176924586	8	-4.742461562156677	-9.484923124313354	2	0.677379310131073	0.7295867800712585	1.3925113638397306	0.5009033679962158	none
ljt_021b	pv_021	get down	unacceptable	got down	The soldiers got down by standing taller.	lower the body	semantic_contradiction	-4.482033635955304	-35.85626908764243	8	-5.243364930152893	-10.486729860305786	2	0.677379310131073	0.7295867800712585	1.3925113638397306	0.5009033679962158	none
ljt_022a	pv_022	cut off	acceptable	cut off	The host cut off the speaker mid-sentence.	interrupt someone	none	-1.0841895162939181	-10.841895162939181	10	-9.734506130218506	-19.46901226043701	2	0.805374264717102	0.8206344842910767	1.6611573004283855	-1.5764594078063965	unacceptable_much_less_natural;target_fit_not_higher_for_acceptable
ljt_022b	pv_022	cut off	unacceptable	cut off	The host cut off the speaker after the answer was complete.	interrupt someone	temporal_semantic_mismatch	-2.7453468167223036	-32.94416180066764	12	-8.15804672241211	-16.31609344482422	2	0.805374264717102	0.8206344842910767	1.6611573004283855	-1.5764594078063965	unacceptable_much_less_natural;target_fit_not_higher_for_acceptable
ljt_023a	pv_023	bring in	acceptable	brought in	The firm brought in an expert to solve the problem.	ask someone to do a job or task	none	-1.146143565303646	-12.607579218340106	11	-8.836041927337646	-17.672083854675293	2	0.5573458075523376	0.7701799273490906	0.5127542803030727	-2.05768084526062	low_full_sentence_similarity;target_fit_not_higher_for_acceptable
ljt_023b	pv_023	bring in	unacceptable	brought in	The firm brought in an expert, but no expert joined the project.	ask someone to do a job or task	semantic_contradiction	-1.6588978456067187	-23.224569838494062	14	-6.778361082077026	-13.556722164154053	2	0.5573458075523376	0.7701799273490906	0.5127542803030727	-2.05768084526062	low_full_sentence_similarity;target_fit_not_higher_for_acceptable
ljt_024a	pv_024	put out	acceptable	put out	Police put out a warning about the danger.	make information public	none	-2.4122682929866843	-21.71041463688016	9	-7.535558700561523	-15.071117401123047	2	0.7508450746536255	0.8735363483428955	-0.9392686995472306	-1.243882417678833	target_fit_not_higher_for_acceptable
ljt_024b	pv_024	put out	unacceptable	put out	Police put out a warning but told no one about it.	make information public	semantic_contradiction	-1.4729995934394537	-17.675995121273445	12	-6.29167628288269	-12.58335256576538	2	0.7508450746536255	0.8735363483428955	-0.9392686995472306	-1.243882417678833	target_fit_not_higher_for_acceptable
ljt_025a	pv_025	clean up	acceptable	cleaned up	The editor cleaned up the rude comments.	remove unacceptable content or behavior	none	-3.010655893944204	-24.08524715155363	8	-7.591135501861572	-15.182271003723145	2	0.7426415085792542	0.7805671691894531	-0.24449726202609856	1.4712605476379395	none
ljt_025b	pv_025	clean up	unacceptable	cleaned up	The editor cleaned up the abusive comments by adding insults.	remove unacceptable content or behavior	semantic_contradiction	-2.7661586319181053	-30.427744951099157	11	-9.062396049499512	-18.124792098999023	2	0.7426415085792542	0.7805671691894531	-0.24449726202609856	1.4712605476379395	none
ljt_026a	pv_026	set out	acceptable	set out	The report set out the main rules clearly.	present or explain clearly	none	-2.882452844745583	-25.942075602710247	9	-5.20387601852417	-10.40775203704834	2	0.7838894128799438	0.8646591901779175	-1.4033127870155961	1.409041404724121	none
ljt_026b	pv_026	set out	unacceptable	set out	The report set out the rules, but no rules were explained.	present or explain clearly	semantic_contradiction	-1.479140057729987	-19.22882075048983	13	-6.612917423248291	-13.225834846496582	2	0.7838894128799438	0.8646591901779175	-1.4033127870155961	1.409041404724121	none
ljt_027a	pv_027	break down	acceptable	broke down	The teacher broke down the task into steps.	divide into smaller parts	none	-3.1550615676161318	-28.395554108545184	9	-7.35343599319458	-14.70687198638916	2	0.9404863715171814	0.9619314074516296	-0.16976653944437592	-1.3442716598510742	target_fit_not_higher_for_acceptable
ljt_027b	pv_027	break down	unacceptable	broke down	The teacher broke down the task into one large step.	divide into smaller parts	result_semantic_mismatch	-2.985295028171756	-32.83824530988932	11	-6.009164333343506	-12.018328666687012	2	0.9404863715171814	0.9619314074516296	-0.16976653944437592	-1.3442716598510742	target_fit_not_higher_for_acceptable
ljt_028a	pv_028	reach out	acceptable	reached out	The manager reached out after the complaint.	contact someone or offer help	none	-4.083840452134609	-32.670723617076874	8	-8.223702907562256	-16.44740581512451	2	0.6617202162742615	0.7102975845336914	0.5409609229407373	-0.20976710319519043	target_fit_not_higher_for_acceptable
ljt_028b	pv_028	reach out	unacceptable	reached out	The manager reached out by ignoring every message.	contact someone or offer help	semantic_contradiction	-4.6248013750753465	-41.62321237567812	9	-8.013935804367065	-16.02787160873413	2	0.6617202162742615	0.7102975845336914	0.5409609229407373	-0.20976710319519043	target_fit_not_higher_for_acceptable
ljt_029a	pv_029	keep up	acceptable	kept up	She kept up the good work all semester.	make something continue	none	-2.186065391326944	-19.674588521942496	9	-5.722041606903076	-11.444083213806152	2	0.7132495641708374	0.7683558464050293	0.4769677335085971	-0.3228433132171631	target_fit_not_higher_for_acceptable
ljt_029b	pv_029	keep up	unacceptable	kept up	She kept up the good work by stopping after one day.	make something continue	semantic_contradiction	-2.663033124835541	-31.95639749802649	12	-5.399198293685913	-10.798396587371826	2	0.7132495641708374	0.7683558464050293	0.4769677335085971	-0.3228433132171631	target_fit_not_higher_for_acceptable
ljt_030a	pv_030	put up	acceptable	put up	They put up posters on the classroom wall.	display or attach something	none	-1.6039893865171406	-14.435904478654265	9	-4.362869381904602	-8.725738763809204	2	0.672297477722168	0.7553160190582275	0.3902996103608547	1.352068543434143	none
ljt_030b	pv_030	put up	unacceptable	put up	They put up posters but left them in the box.	display or attach something	semantic_contradiction	-1.9942889968779953	-21.93717896565795	11	-5.714937925338745	-11.42987585067749	2	0.672297477722168	0.7553160190582275	0.3902996103608547	1.352068543434143	none
ljt_031a	pv_031	turn around	acceptable	turned around	The new coach turned around the team.	make something successful after problems	none	-2.6137029480887577	-20.90962358471006	8	-7.156753778457642	-14.313507556915283	2	0.8570677042007446	0.8581014275550842	-0.7839137681793156	0.8546364307403564	none
ljt_031b	pv_031	turn around	unacceptable	turned around	The new coach turned around the team by making it lose every game.	make something successful after problems	semantic_contradiction	-1.8297891799094421	-25.61704851873219	14	-8.011390209197998	-16.022780418395996	2	0.8570677042007446	0.8581014275550842	-0.7839137681793156	0.8546364307403564	none
ljt_032a	pv_032	back up	acceptable	backed up	The data backed up the main claim.	support with evidence	none	-3.84775473177433	-30.78203785419464	8	-9.702781677246094	-19.405563354492188	2	0.8392714858055115	0.920252799987793	-2.072444543009624	0.1917734146118164	none
ljt_032b	pv_032	back up	unacceptable	backed up	The data backed up the main claim by contradicting it.	support with evidence	semantic_contradiction	-1.7753101887647063	-23.07903245394118	13	-9.89455509185791	-19.78911018371582	2	0.8392714858055115	0.920252799987793	-2.072444543009624	0.1917734146118164	none
ljt_033a	pv_033	look out	acceptable	looked out	She looked out at the garden.	look outside	none	-1.2356084529310465	-8.649259170517325	7	-1.3126667737960815	-2.625333547592163	2	0.734651505947113	0.8331339955329895	0.5423535690642893	-0.22041156888008118	target_fit_not_higher_for_acceptable
ljt_033b	pv_033	look out	unacceptable	looked out	She looked out at the garden from a room with no window.	look outside	context_semantic_mismatch	-1.7779620219953358	-23.113506285939366	13	-1.0922552049160004	-2.1845104098320007	2	0.734651505947113	0.8331339955329895	0.5423535690642893	-0.22041156888008118	target_fit_not_higher_for_acceptable
ljt_034a	pv_034	take out	acceptable	took out	He took out a loan to pay for the course.	obtain an official service or document	none	-0.9908527108464941	-10.899379819311434	11	-7.540784120559692	-15.081568241119385	2	0.6230675578117371	0.7680728435516357	0.06875325510310082	-2.9607555866241455	low_full_sentence_similarity;target_fit_not_higher_for_acceptable
ljt_034b	pv_034	take out	unacceptable	took out	He took out a loan but borrowed no money.	obtain an official service or document	semantic_contradiction	-1.0596059659495949	-10.59605965949595	10	-4.580028533935547	-9.160057067871094	2	0.6230675578117371	0.7680728435516357	0.06875325510310082	-2.9607555866241455	low_full_sentence_similarity;target_fit_not_higher_for_acceptable
ljt_035a	pv_035	look back	acceptable	looked back	Years later, they looked back on the decision.	think about a past event	none	-1.9149488699622452	-19.149488699622452	10	-5.024020671844482	-10.048041343688965	2	0.9412529468536377	0.9527624845504761	-0.6473193920838336	1.4959404468536377	none
ljt_035b	pv_035	look back	unacceptable	looked back	Years later, they looked back on a decision that had not happened yet.	think about a past event	temporal_semantic_mismatch	-1.2676294778784116	-19.014442168176174	15	-6.51996111869812	-13.03992223739624	2	0.9412529468536377	0.9527624845504761	-0.6473193920838336	1.4959404468536377	none
ljt_036a	pv_036	go up	acceptable	went up	The price went up from five dollars to ten.	increase	none	-0.4962138994131237	-4.962138994131237	10	-5.856569766998291	-11.713139533996582	2	0.9930243492126465	0.9966655969619751	0.20628547684755177	-0.2248384952545166	target_fit_not_higher_for_acceptable
ljt_036b	pv_036	go up	unacceptable	went up	The price went up from ten dollars to five.	increase	directional_semantic_mismatch	-0.7024993762606755	-7.024993762606755	10	-5.631731271743774	-11.263462543487549	2	0.9930243492126465	0.9966655969619751	0.20628547684755177	-0.2248384952545166	target_fit_not_higher_for_acceptable
ljt_037a	pv_037	go down	acceptable	went down	The price went down from ten dollars to five.	decrease	none	-1.0511484845541417	-10.511484845541418	10	-5.952718019485474	-11.905436038970947	2	0.9932195544242859	0.9966655969619751	-0.14951563354115927	0.23677539825439453	none
ljt_037b	pv_037	go down	unacceptable	went down	The price went down from five dollars to ten.	decrease	directional_semantic_mismatch	-0.9016328510129824	-9.016328510129824	10	-6.189493417739868	-12.378986835479736	2	0.9932195544242859	0.9966655969619751	-0.14951563354115927	0.23677539825439453	none
ljt_038a	pv_038	come on	acceptable	come on	Oh, come on, that cannot be true.	express disbelief or disagreement	none	-0.671923109490308	-6.71923109490308	10	-10.213304996490479	-20.426609992980957	2	0.618789792060852	0.8812935948371887	0.32404354170721494	-0.28835439682006836	low_full_sentence_similarity;target_fit_not_higher_for_acceptable
ljt_038b	pv_038	come on	unacceptable	come on	Oh, come on, that is exactly right.	express disbelief or disagreement	discourse_semantic_mismatch	-0.9959666511975229	-9.959666511975229	10	-9.92495059967041	-19.84990119934082	2	0.618789792060852	0.8812935948371887	0.32404354170721494	-0.28835439682006836	low_full_sentence_similarity;target_fit_not_higher_for_acceptable
ljt_039a	pv_039	come in	acceptable	came in	Experts came in to help with the problem and joined the project.	become involved	none	-2.409038504979645	-31.317500564735383	13	-5.625851154327393	-11.251702308654785	2	0.6982980966567993	0.8792115449905396	-0.22294367456829178	0.6127028465270996	none
ljt_039b	pv_039	come in	unacceptable	came in	Experts came in to help with the problem but never joined the project.	become involved	semantic_contradiction	-2.186094830411353	-30.605327625758946	14	-6.238554000854492	-12.477108001708984	2	0.6982980966567993	0.8792115449905396	-0.22294367456829178	0.6127028465270996	none
ljt_040a	pv_040	come out	acceptable	came out	The truth came out during the trial.	become known or revealed	none	-0.7937268209643662	-6.34981456771493	8	-6.156128644943237	-12.312257289886475	2	0.8342778086662292	0.8256399631500244	0.6390399403559666	2.0601749420166016	none
ljt_040b	pv_040	come out	unacceptable	came out	The truth came out during the trial but remained completely secret.	become known or revealed	semantic_contradiction	-1.4327667613203328	-17.193201135843992	12	-8.216303586959839	-16.432607173919678	2	0.8342778086662292	0.8256399631500244	0.6390399403559666	2.0601749420166016	none
ljt_041a	pv_041	bring about	acceptable	brought about	The reforms brought about major changes.	cause something to happen	none	-1.6808975785970688	-11.766283050179482	7	-5.15706729888916	-10.31413459777832	2	0.7428164482116699	0.8478370308876038	-0.12614827416837215	-0.978553295135498	target_fit_not_higher_for_acceptable
ljt_041b	pv_041	bring about	unacceptable	brought about	The reforms brought about major changes, but nothing changed.	cause something to happen	semantic_contradiction	-1.5547493044286966	-17.102242348715663	11	-4.178514003753662	-8.357028007507324	2	0.7428164482116699	0.8478370308876038	-0.12614827416837215	-0.978553295135498	target_fit_not_higher_for_acceptable
ljt_042a	pv_042	carry out	acceptable	carried out	The researchers carried out the survey in three schools.	conduct or perform a task	none	-2.324953321530484	-23.249533215304837	10	-7.731132507324219	-15.462265014648438	2	0.6430092453956604	0.7249487042427063	-0.6578488669125364	-0.2965860366821289	low_full_sentence_similarity;target_fit_not_higher_for_acceptable
ljt_042b	pv_042	carry out	unacceptable	carried out	The researchers carried out the survey in three schools but never collected any data.	conduct or perform a task	semantic_contradiction	-1.6671044546179474	-25.00656681926921	15	-7.43454647064209	-14.86909294128418	2	0.6430092453956604	0.7249487042427063	-0.6578488669125364	-0.2965860366821289	low_full_sentence_similarity;target_fit_not_higher_for_acceptable
ljt_043a	pv_043	rule out	acceptable	ruled out	The evidence ruled out a simple explanation.	exclude a possibility	none	-2.1266024517826736	-17.01281961426139	8	-8.401740312576294	-16.803480625152588	2	0.905170738697052	0.9293802976608276	-0.29114875076338653	-0.3424701690673828	target_fit_not_higher_for_acceptable
ljt_043b	pv_043	rule out	unacceptable	ruled out	The evidence ruled out a simple explanation, but that explanation was clearly correct.	exclude a possibility	semantic_contradiction	-1.835453701019287	-27.531805515289307	15	-8.059270143508911	-16.118540287017822	2	0.905170738697052	0.9293802976608276	-0.29114875076338653	-0.3424701690673828	target_fit_not_higher_for_acceptable
ljt_044a	pv_044	point out	acceptable	pointed out	The teacher pointed out the error in the essay.	draw attention to information	none	-2.2735360849648716	-22.735360849648714	10	-7.777318477630615	-15.55463695526123	2	0.7347358465194702	0.829480767250061	-0.7099227587607775	-0.8045740127563477	target_fit_not_higher_for_acceptable
ljt_044b	pv_044	point out	unacceptable	pointed out	The teacher pointed out the error but never mentioned it.	draw attention to information	semantic_contradiction	-1.563613326204094	-17.199746588245034	11	-6.972744464874268	-13.945488929748535	2	0.7347358465194702	0.829480767250061	-0.7099227587607775	-0.8045740127563477	target_fit_not_higher_for_acceptable
ljt_045a	pv_045	sum up	acceptable	summed up	The final paragraph summed up the argument.	summarize the main points	none	-1.3181383276823908	-11.863244949141517	9	-8.947909196217855	-26.843727588653564	3	0.8160992860794067	0.8549611568450928	0.2401513133850781	0.766997178395588	none
ljt_045b	pv_045	sum up	unacceptable	summed up	The final paragraph summed up the argument by adding a new topic.	summarize the main points	semantic_contradiction	-1.558289641067469	-21.816054974944564	14	-9.714906374613443	-29.144719123840332	3	0.8160992860794067	0.8549611568450928	0.2401513133850781	0.766997178395588	none
ljt_046a	pv_046	follow up	acceptable	followed up	The doctor followed up the test with a call.	take further action after something	none	-1.837851708009839	-18.37851708009839	10	-4.310952663421631	-8.621905326843262	2	0.7425193786621094	0.8819054365158081	0.2748894925610246	1.5919413566589355	none
ljt_046b	pv_046	follow up	unacceptable	followed up	The doctor followed up the test with no further action.	take further action after something	semantic_contradiction	-2.1127412005708637	-23.2401532062795	11	-5.902894020080566	-11.805788040161133	2	0.7425193786621094	0.8819054365158081	0.2748894925610246	1.5919413566589355	none
ljt_047a	pv_047	lay out	acceptable	laid out	The introduction laid out the plan for the paper.	present or arrange clearly	none	-2.6184132516384127	-26.184132516384125	10	-7.8303046226501465	-15.660609245300293	2	0.5587180256843567	0.7472803592681885	0.07710339737435179	1.7113933563232422	low_full_sentence_similarity
ljt_047b	pv_047	lay out	unacceptable	laid out	The introduction laid out the plan for the paper but never described the plan.	present or arrange clearly	semantic_contradiction	-2.6955166490127644	-40.432749735191464	15	-9.541697978973389	-19.083395957946777	2	0.5587180256843567	0.7472803592681885	0.07710339737435179	1.7113933563232422	low_full_sentence_similarity
ljt_048a	pv_048	work out	acceptable	worked out	The students worked out the answer after class.	find or calculate a solution	none	-2.569337791038884	-23.124040119349957	9	-8.036198616027832	-16.072397232055664	2	0.6304993629455566	0.7961892485618591	-0.5287063924802675	-2.137167453765869	low_full_sentence_similarity;target_fit_not_higher_for_acceptable
ljt_048b	pv_048	work out	unacceptable	worked out	The students worked out the answer but never tried to solve it.	find or calculate a solution	semantic_contradiction	-2.0406313985586166	-26.528208181262016	13	-5.899031162261963	-11.798062324523926	2	0.6304993629455566	0.7961892485618591	-0.5287063924802675	-2.137167453765869	low_full_sentence_similarity;target_fit_not_higher_for_acceptable
